"","x","y","t","date_time"
"1",661549.581975549,5865766.42315746,1370287928,2013-06-03 15:32:08
"2",661544.748572751,5865775.91437786,1370289718,2013-06-03 16:01:58
"3",661965.114147533,5865764.81954979,1370295135,2013-06-03 17:32:15
"4",661969.980610057,5865760.18418192,1370296958,2013-06-03 18:02:38
"5",661969.137364949,5865761.64781876,1370298772,2013-06-03 18:32:52
"6",661969.1519436,5865762.41654496,1370300566,2013-06-03 19:02:46
"7",661973.562855453,5865761.52913862,1370302357,2013-06-03 19:32:37
"8",661972.123176516,5865761.91503912,1370304166,2013-06-03 20:02:46
"9",661976.885867716,5865759.77018151,1370305967,2013-06-03 20:32:47
"10",661968.550291426,5865761.89532795,1370307789,2013-06-03 21:03:09
"11",661972.847733192,5865764.58921834,1370309587,2013-06-03 21:33:07
"12",661970.363800838,5865761.39950063,1370311398,2013-06-03 22:03:18
"13",661971.191815916,5865764.60044372,1370313189,2013-06-03 22:33:09
"14",661974.667483704,5865757.3910144,1370315435,2013-06-03 23:10:35
"15",661992.868704907,5865780.43669715,1370317171,2013-06-03 23:39:31
"16",664350.384472631,5866952.05559726,1370318978,2013-06-04 00:09:38
"17",664337.400866855,5866952.38153537,1370320243,2013-06-04 00:30:43
"18",664355.36761175,5866960.23085139,1370321601,2013-06-04 00:53:21
"19",664340.89145323,5866948.08017746,1370322974,2013-06-04 01:16:14
"20",664247.878157315,5866876.70446948,1370326563,2013-06-04 02:16:03
"21",664253.743167129,5866880.42812348,1370327913,2013-06-04 02:38:33
"22",664153.485753908,5866758.37558465,1370330609,2013-06-04 03:23:29
"23",664153.571884491,5866813.9824874,1370332868,2013-06-04 04:01:08
"24",664148.174569885,5866809.85734671,1370333777,2013-06-04 04:16:17
"25",664142.575336059,5866812.16088422,1370335122.5,2013-06-04 04:38:42
"26",664108.613956781,5866793.5248731,1370336466,2013-06-04 05:01:06
"27",664129.2900136,5866788.41623002,1370339613,2013-06-04 05:53:33
"28",664134.591660831,5866789.52074271,1370341451.5,2013-06-04 06:24:11
"29",664147.402213386,5866782.1292882,1370343617,2013-06-04 07:00:17
"30",664137.501249887,5866788.74569709,1370345847.5,2013-06-04 07:37:27
"31",664135.874499052,5866792.25884669,1370347231,2013-06-04 08:00:31
"32",664132.508010559,5866788.95994279,1370349010,2013-06-04 08:30:10
"33",664137.287071391,5866818.77279152,1370350782,2013-06-04 08:59:42
"34",664125.998629368,5866821.77351837,1370353054,2013-06-04 09:37:34
"35",664121.123894024,5866822.16438361,1370354398,2013-06-04 09:59:58
"36",664125.608673811,5866825.42338677,1370356199,2013-06-04 10:29:59
"37",664136.852940105,5866838.45434087,1370358017,2013-06-04 11:00:17
"38",664137.223198414,5866832.12046998,1370359822,2013-06-04 11:30:22
"39",664178.571852151,5866799.65735798,1370361597,2013-06-04 11:59:57
"40",663988.638727631,5867359.06785404,1370363804,2013-06-04 12:36:44
"41",663982.52526269,5867359.40001676,1370365169,2013-06-04 12:59:29
"42",662244.71814861,5873194.6139874,1370371118.5,2013-06-04 14:38:38
"43",662226.078758199,5873190.7068872,1370372940,2013-06-04 15:09:00
"44",661996.346307584,5872831.58122701,1370375636.5,2013-06-04 15:53:56
"45",662010.893533922,5872864.38163065,1370377894,2013-06-04 16:31:34
"46",662004.515578424,5872826.45609289,1370379692,2013-06-04 17:01:32
"47",662000.718979385,5872861.60092747,1370381499,2013-06-04 17:31:39
"48",661638.678635163,5872332.17099316,1370385115,2013-06-04 18:31:55
"49",661638.456064657,5872329.5915762,1370386907,2013-06-04 19:01:47
"50",661639.564758564,5872332.40114814,1370388716,2013-06-04 19:31:56
"51",661658.82384908,5872334.67319791,1370390507,2013-06-04 20:01:47
"52",661651.12853838,5872330.27303586,1370392300,2013-06-04 20:31:40
"53",661651.409293713,5872332.5203879,1370394118,2013-06-04 21:01:58
"54",661652.049901566,5872336.06022605,1370395926,2013-06-04 21:32:06
"55",661644.861514135,5872340.38385318,1370397736,2013-06-04 22:02:16
"56",661641.8138346,5872338.27743792,1370399563,2013-06-04 22:32:43
"57",661634.473306908,5872330.11479738,1370401361,2013-06-04 23:02:41
"58",664637.870206856,5866619.1139565,1370409096,2013-06-05 01:11:36
"59",664175.157662587,5866791.7305562,1370413144,2013-06-05 02:19:04
"60",664155.016309335,5866748.39578649,1370416279,2013-06-05 03:11:19
"61",664154.098956552,5866742.03480542,1370417640.5,2013-06-05 03:34:00
"62",664180.834532654,5866762.23451371,1370419442,2013-06-05 04:04:02
"63",664172.469931546,5866769.37634177,1370420807,2013-06-05 04:26:47
"64",664155.881152412,5866772.61416728,1370422151,2013-06-05 04:49:11
"65",664159.336099257,5866773.51111986,1370423959.5,2013-06-05 05:19:19
"66",664161.77127479,5866774.91338066,1370425303,2013-06-05 05:41:43
"67",664158.538657293,5866777.36980572,1370426646.5,2013-06-05 06:04:06
"68",664159.661656018,5866769.48049919,1370428446,2013-06-05 06:34:06
"69",664141.307510071,5866805.91602389,1370431159.5,2013-06-05 07:19:19
"70",664142.560718457,5866806.06443679,1370432966,2013-06-05 07:49:26
"71",664145.245032613,5866805.58236038,1370434309,2013-06-05 08:11:49
"72",664147.004438281,5866808.05833636,1370435682.5,2013-06-05 08:34:42
"73",664113.374615523,5866793.6200158,1370438389.5,2013-06-05 09:19:49
"74",664120.26424913,5866797.69010698,1370440181,2013-06-05 09:49:41
"75",664106.846285891,5866787.73065493,1370441540,2013-06-05 10:12:20
"76",664107.969012501,5866789.53917641,1370442458,2013-06-05 10:27:38
"77",664108.137294257,5866791.91090785,1370444692,2013-06-05 11:04:52
"78",664103.969909783,5866793.16648359,1370446050,2013-06-05 11:27:30
"79",664107.28877729,5866789.36015894,1370447484,2013-06-05 11:51:24
"80",664163.112598166,5866773.85674175,1370449652,2013-06-05 12:27:32
"81",664154.089122059,5866781.57742411,1370450564,2013-06-05 12:42:44
"82",663976.170213852,5867338.73610599,1370453493,2013-06-05 13:31:33
"83",663977.899384452,5867339.12891506,1370454428,2013-06-05 13:47:08
"84",664158.438493669,5866839.33911593,1370456675,2013-06-05 14:24:35
"85",664155.398537171,5866838.60659314,1370458467.5,2013-06-05 14:54:27
"86",664155.355442513,5866837.30243032,1370459827,2013-06-05 15:17:07
"87",664148.715802302,5866840.42232009,1370461185,2013-06-05 15:39:45
"88",664137.15820636,5866833.8329186,1370462588,2013-06-05 16:03:08
"89",661614.617957781,5865831.15055583,1370466194,2013-06-05 17:03:14
"90",661967.885514963,5865760.84870063,1370469779,2013-06-05 18:02:59
"91",661987.781681846,5865742.92293879,1370471586,2013-06-05 18:33:06
"92",661988.36989287,5865743.64411665,1370473407,2013-06-05 19:03:27
"93",661988.859526065,5865745.49764046,1370475200,2013-06-05 19:33:20
"94",661988.031176387,5865744.51232294,1370478801,2013-06-05 20:33:21
"95",661989.110878141,5865746.4301887,1370480619,2013-06-05 21:03:39
