,ID,date_time,latitude,longitude,b,t
6505,2004-2014,5/17/2014 7:56,52.929259,5.4356573,1,05/17/2014 07:56:53
6506,2004-2014,5/17/2014 8:27,52.9304145,5.4341987,1,05/17/2014 08:27:00
6507,2004-2014,5/17/2014 8:57,52.9303977,5.4341287,1,05/17/2014 08:57:40
6508,2004-2014,5/17/2014 9:27,52.9250101,5.4344056,1,05/17/2014 09:27:47
6509,2004-2014,5/17/2014 9:58,52.9205547,5.4238558,1,05/17/2014 09:58:52
6510,2004-2014,5/17/2014 10:29,52.9205499,5.4238255,-1,05/17/2014 10:29:40
6511,2004-2014,5/17/2014 10:59,52.9191038,5.427045,-1,05/17/2014 10:59:48
6512,2004-2014,5/17/2014 11:30,52.9209597,5.4308697,-1,05/17/2014 11:30:05
6513,2004-2014,5/17/2014 12:00,52.9184024,5.429162,-1,05/17/2014 12:00:15
6514,2004-2014,5/17/2014 12:31,52.9199557,5.4318472,-1,05/17/2014 12:31:12
6515,2004-2014,5/17/2014 13:01,52.9233866,5.4392954,-1,05/17/2014 13:01:35
6516,2004-2014,5/17/2014 13:32,52.9440207,5.4849896,1,05/17/2014 13:32:27
6517,2004-2014,5/17/2014 14:03,52.9273622,5.4403048,2,05/17/2014 14:03:09
6518,2004-2014,5/17/2014 14:34,52.9267484,5.4412564,-1,05/17/2014 14:34:04
6519,2004-2014,5/17/2014 15:04,52.9212421,5.4283984,-1,05/17/2014 15:04:49
6520,2004-2014,5/17/2014 15:34,52.9195415,5.4238227,-1,05/17/2014 15:34:54
6521,2004-2014,5/17/2014 16:05,52.9225112,5.4428824,-1,05/17/2014 16:05:36
6522,2004-2014,5/17/2014 16:36,52.9249344,5.4437735,-1,05/17/2014 16:36:56
6523,2004-2014,5/17/2014 17:06,52.9323427,5.4232833,-1,05/17/2014 17:06:58
6524,2004-2014,5/17/2014 17:37,52.9378239,5.4248356,-1,05/17/2014 17:37:33
6525,2004-2014,5/17/2014 18:07,52.9432812,5.4062349,-1,05/17/2014 18:07:30
6526,2004-2014,5/17/2014 18:37,52.9431666,5.4060053,2,05/17/2014 18:37:19
6527,2004-2014,5/17/2014 19:07,52.9434953,5.4060498,2,05/17/2014 19:07:31
6528,2004-2014,5/17/2014 19:37,52.9440163,5.4849428,2,05/17/2014 19:37:39
6529,2004-2014,5/17/2014 20:07,52.9440542,5.484897,2,05/17/2014 20:07:36
6530,2004-2014,5/17/2014 20:37,52.9444857,5.4972574,2,05/17/2014 20:37:54
6531,2004-2014,5/17/2014 21:08,52.9445286,5.4973958,2,05/17/2014 21:08:10
6532,2004-2014,5/17/2014 21:38,52.9444123,5.4973605,2,05/17/2014 21:38:20
6533,2004-2014,5/17/2014 22:08,52.9444734,5.4973628,2,05/17/2014 22:08:39
6534,2004-2014,5/17/2014 22:39,52.9446278,5.4973522,2,05/17/2014 22:39:01
6535,2004-2014,5/17/2014 23:08,52.9445283,5.4974217,2,05/17/2014 23:08:59
6536,2004-2014,5/17/2014 23:38,52.944479,5.4974457,2,05/17/2014 23:38:53
6537,2004-2014,5/18/2014 0:09,52.9444882,5.4976557,2,05/18/2014 00:09:13
6538,2004-2014,5/18/2014 0:39,52.9444874,5.4973563,2,05/18/2014 00:39:34
6539,2004-2014,5/18/2014 1:09,52.9447651,5.4974325,2,05/18/2014 01:09:35
6540,2004-2014,5/18/2014 1:39,52.9449169,5.4971985,2,05/18/2014 01:39:35
6541,2004-2014,5/18/2014 2:09,52.9445198,5.4973864,2,05/18/2014 02:09:46
6542,2004-2014,5/18/2014 2:39,52.9446197,5.4973894,2,05/18/2014 02:39:40
6543,2004-2014,5/18/2014 3:09,52.9446486,5.4971907,2,05/18/2014 03:09:34
6544,2004-2014,5/18/2014 3:39,52.9446219,5.4972845,2,05/18/2014 03:39:37
6545,2004-2014,5/18/2014 4:10,52.9327075,5.4663042,2,05/18/2014 04:10:09
6546,2004-2014,5/18/2014 4:40,52.9244776,5.433397,2,05/18/2014 04:40:59
6547,2004-2014,5/18/2014 5:12,52.9244784,5.4334008,1,05/18/2014 05:12:39
6548,2004-2014,5/18/2014 5:43,52.9244502,5.4332897,1,05/18/2014 05:43:21
6549,2004-2014,5/18/2014 6:14,52.9244521,5.4334063,1,05/18/2014 06:14:02
6550,2004-2014,5/18/2014 6:44,52.9219997,5.4425155,1,05/18/2014 06:44:28
